ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
scu|AustralStromDNAMic2009_38617	310nt	7.0eNegative14	188	46	233	Positive	74.07	UCD_contig_1	879656	879844
scu|AustralStromDNAMic2009_41772	536nt	1.2eNegative13	188	444	257	Negative	74.07	UCD_contig_1	879656	879844
scu|AustralStromDNAMic2009_43039	535nt	3.6eNegative10	107	236	130	Negative	76.64	UCD_contig_1	1629101	1629207
scu|AustralStromDNAMic2009_50780	431nt	1.4eNegative12	45	19	63	Positive	93.33	UCD_contig_1	255578	255622
scu|AustralStromDNAMic2009_52685	508nt	9.0eNegative11	69	234	302	Positive	82.61	UCD_contig_1	882980	883048
scu|AustralStromDNAMic2009_53254	530nt	7.3eNegative08	59	246	188	Negative	84.75	UCD_contig_1	232859	232916
scu|AustralStromDNAMic2009_55614	164nt	1.1eNegative06	40	102	63	Negative	87.50	UCD_contig_1	2815346	2815385
scu|AustralStromDNAMic2009_56353	559nt	7.7eNegative08	61	181	241	Positive	81.97	UCD_contig_1	577076	577136
scu|AustralStromDNAMic2009_58493	535nt	4.7eNegative13	115	251	365	Positive	77.39	UCD_contig_1	879730	879844
scu|AustralStromDNAMic2009_58624	309nt	5.4eNegative11	45	203	159	Negative	91.11	UCD_contig_1	979340	979384
scu|AustralStromDNAMic2009_58650	375nt	3.2eNegative13	115	272	158	Negative	77.39	UCD_contig_1	879730	879844
scu|AustralStromDNAMic2009_58799	520nt	5.3eNegative20	55	82	136	Positive	96.36	UCD_contig_1	879908	879962
scu|AustralStromDNAMic2009_60393	508nt	9.0eNegative11	69	234	302	Positive	82.61	UCD_contig_1	882980	883048
scu|AustralStromDNAMic2009_63457	472nt	2.4eNegative07	45	173	217	Positive	86.67	UCD_contig_1	2015994	2016038
scu|AustralStromDNAMic2009_64477	537nt	5.2eNegative09	70	114	183	Positive	82.86	UCD_contig_1	882980	883048
scu|AustralStromDNAMic2009_64980	518nt	1.2eNegative13	188	444	257	Negative	74.07	UCD_contig_1	879656	879844
scu|AustralStromDNAMic2009_66417	502nt	2.6eNegative07	57	205	261	Positive	82.46	UCD_contig_1	3140917	3140973
scu|AustralStromDNAMic2009_66417	502nt	1.4eNegative05	54	261	208	Negative	81.48	UCD_contig_1	2257786	2257839
scu|AustralStromDNAMic2009_67497	308nt	9.9eNegative13	87	47	133	Positive	80.46	UCD_contig_1	358640	358726
scu|AustralStromDNAMic2009_68883	538nt	2.0eNegative08	41	214	174	Negative	90.24	UCD_contig_1	879208	879248
scu|AustralStromDNAMic2009_69611	491nt	2.7eNegative18	112	86	197	Positive	80.36	UCD_contig_1	882937	883048
scu|AustralStromDNAMic2009_71956	547nt	3.3eNegative14	63	323	261	Negative	87.30	UCD_contig_1	879186	879248
scu|AustralStromDNAMic2009_73576	483nt	4.2eNegative13	115	273	159	Negative	77.39	UCD_contig_1	879730	879844
scu|AustralStromDNAMic2009_73865	446nt	7.9eNegative11	69	114	182	Positive	82.61	UCD_contig_1	882980	883048
scu|AustralStromDNAMic2009_74485	448nt	7.2eNegative15	49	69	117	Positive	93.88	UCD_contig_1	879914	879962
scu|AustralStromDNAMic2009_74679	222nt	3.8eNegative11	45	203	159	Negative	91.11	UCD_contig_1	979340	979384
