ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
HISWH7H02FTMVV	510nt	4.9eNegative09	45	109	153	Positive	88.89	UCD_contig_1	3247380	3247424
HISWH7H02I9VHC	496nt	7.7eNegative30	194	14	207	Positive	78.35	UCD_contig_1	2987946	2988136
HISWH7H02HRXS2	536nt	1.4eNegative20	131	252	122	Negative	79.39	UCD_contig_1	438561	438691
HISWH7H02H558M	532nt	2.3eNegative15	68	464	531	Positive	86.76	UCD_contig_1	1516594	1516661
HISWH7H02H558M	532nt	2.3eNegative15	62	529	468	Negative	88.71	UCD_contig_1	2213331	2213392
HISWH7H02H558M	532nt	4.6eNegative13	58	529	472	Negative	87.93	UCD_contig_1	3248269	3248326
HISWH7H02H558M	532nt	4.6eNegative13	55	531	477	Negative	89.09	UCD_contig_1	2191117	2191171
HISWH7H02FQVF9	437nt	2.0eNegative11	52	85	136	Positive	88.46	UCD_contig_1	3279766	3279817
HISWH7H02J6BRA	556nt	3.4eNegative14	120	496	377	Negative	77.50	UCD_contig_1	961258	961377
HISWH7H02J6BRA	556nt	2.0eNegative08	83	493	411	Negative	78.31	UCD_contig_1	180596	180678
HISWH7H02F1R0H	552nt	1.5eNegative20	119	31	149	Positive	80.67	UCD_contig_1	293148	293266
HISWH7H02F1R0H	552nt	1.5eNegative20	197	235	39	Negative	75.13	UCD_contig_1	853786	853982
HISWH7H02HZIXJ	558nt	5.4eNegative09	114	305	192	Negative	75.44	UCD_contig_1	1841224	1841337
HISWH7H02HZIXJ	558nt	1.8eNegative12	87	305	219	Negative	80.46	UCD_contig_1	934476	934562
HISWH7H02HJISD	358nt	1.8eNegative07	69	228	160	Negative	79.71	UCD_contig_1	1197524	1197592
HISWH7H02IHV1T	694nt	7.9eNegative16	105	205	101	Negative	80.00	UCD_contig_1	3305062	3305166
HISWH7H02JEELR	616nt	8.2eNegative23	171	174	344	Positive	77.19	UCD_contig_1	2752212	2752382
HISWH7H02JEELR	616nt	3.8eNegative14	87	187	273	Positive	81.61	UCD_contig_1	2534297	2534383
HISWH7H02JEELR	616nt	1.2eNegative32	107	284	178	Negative	88.79	UCD_contig_1	3048136	3048242
HISWH7H02F5KAZ	588nt	1.2eNegative06	107	3	109	Positive	74.77	UCD_contig_1	2905675	2905781
HISWH7H02H17WX	485nt	6.0eNegative12	137	157	293	Positive	75.18	UCD_contig_1	882907	883043
HISWH7H02JP007	333nt	6.4eNegative07	44	269	226	Negative	86.36	UCD_contig_1	3113228	3113271
HISWH7H02GVULX	602nt	2.4eNegative04	52	382	331	Negative	80.77	UCD_contig_1	783874	783925
HISWH7H02JT3HT	469nt	2.7eNegative29	233	154	386	Positive	75.97	UCD_contig_1	1883496	1883728
HISWH7H02HVXZ9	656nt	6.4eNegative09	84	167	84	Negative	78.57	UCD_contig_1	882332	882415
HISWH7H02IE3C4	441nt	1.1eNegative09	40	132	171	Positive	92.50	UCD_contig_1	1551332	1551371
HISWH7H02HQIFD	524nt	7.2eNegative08	49	108	60	Negative	85.71	UCD_contig_1	1102437	1102485
HISWH7H02IQ1YD	313nt	1.0eNegative12	48	154	107	Negative	91.67	UCD_contig_1	3305580	3305627
HISWH7H02IQ1YD	313nt	2.9eNegative09	45	154	110	Negative	88.89	UCD_contig_1	2336695	2336739
HISWH7H02GN0LO	570nt	1.6eNegative05	54	432	379	Negative	81.48	UCD_contig_1	881562	881615
HISWH7H02J023P	401nt	2.7eNegative10	50	68	117	Positive	88.00	UCD_contig_1	879913	879962
HISWH7H02JYXBU	484nt	2.9eNegative14	105	462	358	Negative	80.19	UCD_contig_1	387916	388021
HISWH7H02IIOVI	752nt	7.4eNegative35	264	212	475	Positive	76.14	UCD_contig_1	381797	382060
HISWH7H02FY1XV	531nt	1.8eNegative12	117	461	345	Negative	76.92	UCD_contig_1	924711	924827
HISWH7H02JVP6V	437nt	2.6eNegative14	72	66	137	Positive	84.72	UCD_contig_1	279211	279282
HISWH7H02GZMCA	523nt	2.7eNegative07	122	403	282	Negative	74.59	UCD_contig_1	234847	234965
HISWH7H02G1JPW	522nt	3.1eNegative29	209	240	448	Positive	77.62	UCD_contig_1	1019571	1019780
HISWH7H02G1JPW	522nt	9.9eNegative22	220	456	237	Negative	75.11	UCD_contig_1	2092614	2092834
HISWH7H02GV69G	400nt	1.0eNegative09	49	211	259	Positive	87.76	UCD_contig_1	1550757	1550805
HISWH7H02ILLF7	556nt	1.1eNegative21	191	362	552	Positive	77.08	UCD_contig_1	879656	879846
HISWH7H02HA9BB	625nt	1.6eNegative09	73	99	27	Negative	80.82	UCD_contig_1	397492	397564
HISWH7H02GU0ZA	502nt	6.2eNegative12	101	419	319	Negative	78.22	UCD_contig_1	290795	290895
HISWH7H02HY2DF	554nt	8.4eNegative04	45	293	337	Positive	82.22	UCD_contig_1	2176747	2176791
HISWH7H02F4UY2	432nt	4.6eNegative05	83	287	205	Negative	75.90	UCD_contig_1	921201	921283
HISWH7H02I13LX	609nt	3.4eNegative18	257	149	405	Positive	73.64	UCD_contig_1	3407168	3407424
HISWH7H02I13LX	609nt	4.0eNegative25	139	405	267	Negative	80.58	UCD_contig_1	2519585	2519723
HISWH7H02GV59D	454nt	8.0eNegative11	48	273	226	Negative	89.58	UCD_contig_1	622287	622334
HISWH7H02GNV66	573nt	7.9eNegative08	58	386	443	Positive	82.76	UCD_contig_1	1550757	1550814
HISWH7H02FMW4U	488nt	1.1eNegative13	119	15	133	Positive	77.31	UCD_contig_1	3080803	3080921
HISWH7H02G2A6L	561nt	1.1eNegative21	172	73	244	Positive	76.74	UCD_contig_1	878703	878874
HISWH7H02J3SGQ	482nt	9.5eNegative07	65	102	166	Positive	80.00	UCD_contig_1	1331573	1331637
HISWH7H02FL4FI	572nt	5.9eNegative20	352	133	484	Positive	72.39	UCD_contig_1	879436	879790
HISWH7H02JYEXW	381nt	6.7eNegative11	290	92	381	Positive	71.38	UCD_contig_1	1049026	1049313
HISWH7H02J4NPI	413nt	5.1eNegative12	101	157	257	Positive	78.22	UCD_contig_1	3169250	3169350
HISWH7H02J4NPI	413nt	1.5eNegative08	44	221	264	Positive	88.64	UCD_contig_1	1786380	1786423
HISWH7H02J4NPI	413nt	3.0eNegative06	43	221	263	Positive	86.05	UCD_contig_1	446401	446443
HISWH7H02HERMA	502nt	9.9eNegative07	50	53	4	Negative	84.00	UCD_contig_1	1452822	1452871
HISWH7H02FRJA9	523nt	8.1eNegative30	156	263	418	Positive	80.77	UCD_contig_1	2752215	2752370
HISWH7H02FRJA9	523nt	1.5eNegative31	99	261	359	Positive	89.90	UCD_contig_1	2534285	2534383
HISWH7H02FRJA9	523nt	4.0eNegative32	109	371	263	Negative	88.07	UCD_contig_1	3048135	3048243
HISWH7H02FRJA9	523nt	2.0eNegative19	93	356	264	Negative	83.87	UCD_contig_1	1990641	1990733
HISWH7H02H9R17	616nt	4.7eNegative32	133	133	1	Negative	84.21	UCD_contig_1	920553	920685
HISWH7H02I4OZA	347nt	1.8eNegative07	48	274	321	Positive	85.42	UCD_contig_1	1162910	1162957
HISWH7H02J61E9	555nt	3.1eNegative18	148	338	191	Negative	77.03	UCD_contig_1	359981	360128
HISWH7H02GB33A	542nt	2.7eNegative22	168	399	232	Negative	78.57	UCD_contig_1	2817071	2817235
HISWH7H02GX0RV	613nt	9.4eNegative04	75	203	277	Positive	76.00	UCD_contig_1	294520	294594
HISWH7H02HSSAR	620nt	1.2eNegative06	47	195	149	Negative	85.11	UCD_contig_1	1314416	1314462
HISWH7H02FH85A	557nt	8.5eNegative04	54	286	339	Positive	79.63	UCD_contig_1	881562	881615
HISWH7H02GOV05	420nt	2.2eNegative07	45	333	377	Positive	86.67	UCD_contig_1	2013495	2013539
HISWH7H02FRFQV	490nt	1.2eNegative09	43	38	80	Positive	90.70	UCD_contig_1	1190877	1190919
HISWH7H02J6APW	508nt	9.0eNegative11	141	332	192	Negative	74.47	UCD_contig_1	1635143	1635283
HISWH7H02JI0ZR	527nt	9.4eNegative11	54	14	67	Positive	87.04	UCD_contig_1	3055074	3055127
HISWH7H02HH9PG	503nt	9.9eNegative07	50	300	251	Negative	84.00	UCD_contig_1	4177	4226
HISWH7H02HHTH6	598nt	1.1eNegative10	54	498	551	Positive	87.04	UCD_contig_1	879208	879261
HISWH7H02F0TCP	478nt	3.5eNegative06	52	224	173	Negative	82.69	UCD_contig_1	421432	421483
HISWH7H02GMU6S	517nt	2.2eNegative15	287	473	187	Negative	71.43	UCD_contig_1	2136978	2137264
HISWH7H02JHMTP	541nt	6.9eNegative38	178	352	175	Negative	82.02	UCD_contig_1	920598	920772
HISWH7H02IB7IV	550nt	6.2eNegative16	114	123	236	Positive	78.95	UCD_contig_1	3080803	3080916
HISWH7H02JQPIH	511nt	1.2eNegative13	92	20	111	Positive	80.43	UCD_contig_1	927232	927323
HISWH7H02HUBUG	423nt	2.6eNegative14	84	184	101	Negative	82.14	UCD_contig_1	927572	927655
HISWH7H02FS1V2	494nt	5.6eNegative16	162	316	477	Positive	75.31	UCD_contig_1	1163765	1163926
HISWH7H02ILBKS	605nt	2.2eNegative08	56	188	243	Positive	83.93	UCD_contig_1	935751	935806
HISWH7H02JSD7W	349nt	2.7eNegative17	92	93	2	Negative	82.61	UCD_contig_1	3140673	3140764
HISWH7H02I09ZB	438nt	5.4eNegative12	41	226	266	Positive	95.12	UCD_contig_1	2258372	2258412
HISWH7H02HQ7RQ	625nt	6.7eNegative05	44	172	215	Positive	84.09	UCD_contig_1	2880232	2880275
HISWH7H02HRLX3	356nt	9.8eNegative06	84	132	215	Positive	76.19	UCD_contig_1	1548151	1548234
HISWH7H02HIRCK	506nt	1.8eNegative08	68	183	116	Negative	80.88	UCD_contig_1	1847898	1847965
HISWH7H02JN1J8	519nt	1.5eNegative05	54	302	249	Negative	81.48	UCD_contig_1	107205	107258
HISWH7H02G6MIO	491nt	9.2eNegative22	196	171	366	Positive	75.51	UCD_contig_1	879649	879844
HISWH7H02GD9RP	450nt	4.6eNegative20	55	155	209	Positive	96.36	UCD_contig_1	879908	879962
HISWH7H02GDKIR	281nt	1.1eNegative04	49	157	109	Negative	81.63	UCD_contig_1	253084	253132
HISWH7H02G726H	482nt	7.3eNegative04	99	398	300	Negative	73.74	UCD_contig_1	3129523	3129621
HISWH7H02GR5JY	499nt	2.6eNegative07	150	167	316	Positive	72.67	UCD_contig_1	253190	253339
HISWH7H02GR5JY	499nt	1.8eNegative08	65	167	231	Positive	81.54	UCD_contig_1	1168185	1168249
HISWH7H02HMT3H	433nt	2.2eNegative07	72	116	187	Positive	79.17	UCD_contig_1	1421087	1421158
HISWH7H02H8E9F	534nt	2.9eNegative18	49	17	65	Positive	97.96	UCD_contig_1	879914	879962
HISWH7H02IN9LE	501nt	9.8eNegative07	44	437	394	Negative	86.36	UCD_contig_1	1009196	1009239
HISWH7H02IIW6L	405nt	2.4eNegative14	66	91	26	Negative	86.36	UCD_contig_1	2141408	2141473
HISWH7H02H15R9	503nt	2.6eNegative07	48	169	122	Negative	85.42	UCD_contig_1	397892	397939
HISWH7H02I55ZR	489nt	7.5eNegative30	177	109	285	Positive	79.10	UCD_contig_1	920541	920717
HISWH7H02GF61B	546nt	1.1eNegative06	95	367	273	Negative	75.79	UCD_contig_1	2910135	2910229
HISWH7H02F7OXJ	440nt	7.8eNegative11	72	311	382	Positive	81.94	UCD_contig_1	879773	879844
HISWH7H02IDNW5	559nt	5.4eNegative09	63	20	82	Positive	82.54	UCD_contig_1	1544346	1544408
HISWH7H02FXZWJ	520nt	2.1eNegative04	46	347	392	Positive	82.61	UCD_contig_1	1491263	1491308
HISWH7H02IMK8F	544nt	1.1eNegative17	75	501	427	Negative	86.67	UCD_contig_1	3407295	3407369
HISWH7H02H6VUR	531nt	4.7eNegative39	217	167	383	Positive	80.82	UCD_contig_1	897438	897654
HISWH7H02H6VUR	531nt	1.9eNegative23	136	149	284	Positive	80.15	UCD_contig_1	1741455	1741590
HISWH7H02H6VUR	531nt	4.4eNegative28	132	154	285	Positive	82.58	UCD_contig_1	961249	961380
HISWH7H02GPXCR	668nt	9.3eNegative08	49	297	345	Positive	85.71	UCD_contig_1	2120193	2120241
HISWH7H02JSNZS	460nt	1.1eNegative13	119	298	416	Positive	77.31	UCD_contig_1	2336681	2336799
HISWH7H02I1ARC	408nt	1.3eNegative12	67	255	321	Positive	86.57	UCD_contig_1	1635938	1636003
HISWH7H02IJXN9	455nt	1.6eNegative08	68	188	121	Negative	80.88	UCD_contig_1	2337285	2337352
HISWH7H02F7YM9	509nt	3.4eNegative10	53	108	160	Positive	86.79	UCD_contig_1	304352	304404
HISWH7H02JK3FI	322nt	6.6eNegative18	162	156	317	Positive	75.93	UCD_contig_1	2905620	2905781
