ReadName	ReadLength	EReversevalue	AlignmentLength	Begin	End	Strand	Identity	ReferenceSequenceName	Begin	End
HISWH7H02H81IU	337nt	1.2eNegative08	59	271	329	Positive	83.05	UCD_contig_1	1163750	1163808
HISWH7H02IFMCD	429nt	2.9eNegative36	233	313	81	Negative	78.21	UCD_contig_1	3100842	3101075
HISWH7H02H3577	507nt	1.5eNegative57	490	13	502	Positive	74.65	UCD_contig_1	2897627	2898116
HISWH7H02JVWS8	411nt	1.2eNegative31	222	300	79	Negative	77.03	UCD_contig_1	3180683	3180904
HISWH7H02IZ9YJ	508nt	3.7eNegative207	508	1	508	Positive	91.36	UCD_contig_1	879435	879943
HISWH7H02JEBZN	471nt	2.3eNegative22	137	332	468	Positive	79.56	UCD_contig_1	961234	961370
HISWH7H02HAYFA	511nt	6.1eNegative27	109	487	379	Negative	85.32	UCD_contig_1	784638	784746
HISWH7H02IJB04	468nt	4.5eNegative09	42	387	428	Positive	90.48	UCD_contig_1	2013495	2013536
HISWH7H02G6UH9	276nt	1.4eNegative59	276	1	276	Positive	80.80	UCD_contig_1	847603	847878
HISWH7H02F2BKI	573nt	6.1eNegative05	83	123	41	Negative	75.90	UCD_contig_1	801036	801118
HISWH7H02JV5QD	391nt	1.4eNegative49	251	81	331	Positive	80.95	UCD_contig_1	777660	777910
HISWH7H02JV5QD	391nt	3.8eNegative35	231	112	342	Positive	77.49	UCD_contig_1	228559	228789
HISWH7H02GMRD5	453nt	1.1eNegative09	145	320	176	Negative	73.79	UCD_contig_1	1636098	1636242
HISWH7H02JVFRO	362nt	3.0eNegative28	138	266	129	Negative	81.88	UCD_contig_1	897424	897561
HISWH7H02JVFRO	362nt	1.1eNegative27	149	273	125	Negative	80.54	UCD_contig_1	961241	961389
HISWH7H02HS7G8	583nt	1.2eNegative17	97	337	241	Negative	84.69	UCD_contig_1	1170740	1170836
HISWH7H02I39E4	649nt	5.2eNegative17	95	150	56	Negative	82.11	UCD_contig_1	2752216	2752310
HISWH7H02JYWCP	597nt	2.5eNegative30	341	246	586	Positive	73.61	UCD_contig_1	767309	767648
HISWH7H02IMS9T	667nt	8.9eNegative23	246	130	375	Positive	73.98	UCD_contig_1	438567	438812
HISWH7H02JIZFR	360nt	1.3eNegative08	44	296	339	Positive	88.64	UCD_contig_1	12392	12435
HISWH7H02JIZFR	360nt	1.0eNegative05	45	285	241	Negative	84.44	UCD_contig_1	961312	961356
HISWH7H02JIKBK	501nt	4.2eNegative28	443	490	48	Negative	71.52	UCD_contig_1	1718546	1718991
HISWH7H02IAW4F	580nt	6.6eNegative16	296	318	23	Negative	71.57	UCD_contig_1	1914121	1914419
HISWH7H02GI3WO	499nt	2.1eNegative15	74	191	264	Positive	85.14	UCD_contig_1	3079673	3079746
HISWH7H02JZ53H	414nt	2.9eNegative21	213	45	257	Positive	74.65	UCD_contig_1	2042136	2042348
HISWH7H02GPADX	665nt	8.3eNegative12	56	35	90	Positive	87.50	UCD_contig_1	1134481	1134536
HISWH7H02I710J	578nt	3.0eNegative07	45	432	476	Positive	86.67	UCD_contig_1	336300	336344
HISWH7H02JYZF8	393nt	1.4eNegative23	280	22	301	Positive	73.21	UCD_contig_1	211196	211475
HISWH7H02IP6MN	422nt	4.0eNegative09	153	175	327	Positive	73.20	UCD_contig_1	2329286	2329438
HISWH7H02IP6MN	422nt	4.4eNegative05	113	384	272	Negative	73.45	UCD_contig_1	2335020	2335132
HISWH7H02FKQ5P	677nt	1.4eNegative17	123	158	280	Positive	78.86	UCD_contig_1	253214	253336
HISWH7H02J5W5Z	476nt	1.2eNegative35	323	475	153	Negative	75.23	UCD_contig_1	1472823	1473146
HISWH7H02JP8XQ	524nt	1.1eNegative17	120	13	132	Positive	79.17	UCD_contig_1	1914436	1914555
HISWH7H02GYT3V	690nt	2.8eNegative30	363	60	422	Positive	73.00	UCD_contig_1	283004	283363
HISWH7H02H8B3F	315nt	9.9eNegative54	302	302	1	Negative	78.48	UCD_contig_1	599199	599500
HISWH7H02GOXCY	626nt	9.2eNegative19	151	113	263	Positive	77.27	UCD_contig_1	1718955	1719108
HISWH7H02JAND1	458nt	6.8eNegative45	191	191	1	Negative	82.72	UCD_contig_1	619124	619314
HISWH7H02FQ55R	442nt	3.0eNegative10	227	237	11	Negative	71.37	UCD_contig_1	1336758	1336984
HISWH7H02J5WYO	502nt	6.9eNegative08	104	286	389	Positive	76.92	UCD_contig_1	1639016	1639118
HISWH7H02H8W59	636nt	3.6eNegative44	196	537	342	Negative	82.14	UCD_contig_1	3082975	3083170
HISWH7H02JDFX5	517nt	2.6eNegative22	116	147	262	Positive	81.90	UCD_contig_1	879735	879850
HISWH7H02JCWTR	475nt	1.2eNegative09	49	378	426	Positive	87.76	UCD_contig_1	769264	769312
HISWH7H02JUE9T	414nt	6.6eNegative15	218	312	95	Negative	73.97	UCD_contig_1	962339	962556
HISWH7H02JUE9T	414nt	3.9eNegative09	66	156	91	Negative	81.82	UCD_contig_1	898593	898658
HISWH7H02JOE0U	406nt	2.3eNegative96	403	403	1	Negative	81.64	UCD_contig_1	1006020	1006422
HISWH7H02IGNSI	562nt	1.4eNegative09	43	484	526	Positive	90.70	UCD_contig_1	1856011	1856053
HISWH7H02HLRV4	523nt	1.9eNegative08	50	475	426	Negative	86.00	UCD_contig_1	2321661	2321710
HISWH7H02H9KIB	544nt	8.8eNegative15	221	421	201	Negative	73.21	UCD_contig_1	1136321	1136541
HISWH7H02JU8G7	493nt	5.5eNegative16	81	297	217	Negative	83.95	UCD_contig_1	350516	350596
HISWH7H02GT7LM	501nt	7.3eNegative19	113	389	501	Positive	81.58	UCD_contig_1	1472805	1472918
HISWH7H02G1088	585nt	1.0eNegative25	224	9	232	Positive	75.45	UCD_contig_1	2351162	2351385
HISWH7H02IS60J	448nt	1.7eNegative19	66	13	78	Positive	90.91	UCD_contig_1	3331351	3331416
HISWH7H02IS60J	448nt	1.7eNegative19	54	65	12	Negative	96.30	UCD_contig_1	979331	979384
HISWH7H02G1BX7	644nt	2.7eNegative30	544	51	594	Positive	70.77	UCD_contig_1	1849310	1849853
HISWH7H02INC54	556nt	1.1eNegative21	243	528	286	Negative	73.98	UCD_contig_1	3021616	3021861
HISWH7H02HEF2E	476nt	1.7eNegative08	41	192	232	Positive	90.24	UCD_contig_1	3264816	3264856
HISWH7H02HD2LB	600nt	3.9eNegative185	593	8	600	Positive	85.69	UCD_contig_1	878487	879080
HISWH7H02FWCSU	477nt	8.8eNegative63	306	89	394	Positive	80.07	UCD_contig_1	1469040	1469345
HISWH7H02FM1CM	493nt	1.1eNegative28	244	454	211	Negative	75.41	UCD_contig_1	3018688	3018931
HISWH7H02HA10W	593nt	1.7eNegative05	48	144	191	Positive	83.33	UCD_contig_1	930330	930377
HISWH7H02HQ7SB	578nt	1.5eNegative09	64	391	454	Positive	82.81	UCD_contig_1	1706045	1706108
HISWH7H02HQ7SB	578nt	1.1eNegative06	44	403	446	Positive	86.36	UCD_contig_1	1544366	1544409
HISWH7H02HZQSW	611nt	9.3eNegative71	443	23	465	Positive	76.98	UCD_contig_1	1351316	1351758
HISWH7H02JOF5J	383nt	5.3eNegative34	121	194	74	Negative	86.78	UCD_contig_1	778537	778657
HISWH7H02HMR8M	500nt	2.4eNegative104	473	500	28	Negative	80.80	UCD_contig_1	974198	974668
HISWH7H02I9ITX	409nt	9.4eNegative107	404	406	3	Negative	83.70	UCD_contig_1	1553853	1554256
HISWH7H02H44TT	498nt	2.6eNegative33	141	7	147	Positive	83.69	UCD_contig_1	1097013	1097153
HISWH7H02GB8O8	396nt	1.4eNegative08	288	104	391	Positive	70.69	UCD_contig_1	386988	387275
HISWH7H02JEEI7	506nt	4.7eNegative24	137	505	369	Negative	80.29	UCD_contig_1	2136127	2136263
HISWH7H02IXGVC	486nt	2.2eNegative119	447	1	447	Positive	83.45	UCD_contig_1	282928	283373
HISWH7H02FXNKQ	508nt	4.0eNegative17	164	376	213	Negative	75.61	UCD_contig_1	882885	883048
HISWH7H02H6665	519nt	1.8eNegative23	124	129	6	Negative	81.45	UCD_contig_1	1678672	1678795
HISWH7H02I5BG4	461nt	8.0eNegative52	263	264	2	Negative	79.85	UCD_contig_1	1325154	1325416
HISWH7H02I5BG4	461nt	6.7eNegative19	150	248	99	Negative	78.81	UCD_contig_1	1107809	1107958
HISWH7H02J0AHS	387nt	5.1eNegative49	317	25	341	Positive	77.29	UCD_contig_1	1422329	1422642
HISWH7H02I28BP	313nt	2.8eNegative24	311	312	2	Negative	72.67	UCD_contig_1	3179160	3179470
HISWH7H02IZ2WY	362nt	1.9eNegative07	75	126	200	Positive	78.67	UCD_contig_1	55314	55388
HISWH7H02GICAO	412nt	9.4eNegative14	59	60	2	Negative	88.14	UCD_contig_1	1496607	1496665
HISWH7H02I6RV6	517nt	4.3eNegative28	252	326	75	Negative	75.00	UCD_contig_1	529087	529338
HISWH7H02ILY0O	465nt	3.9eNegative28	263	263	1	Negative	75.38	UCD_contig_1	3180109	3180369
HISWH7H02JZCGU	339nt	9.4eNegative06	57	269	213	Negative	80.70	UCD_contig_1	2051927	2051983
HISWH7H02FPVJ0	564nt	7.9eNegative34	442	60	501	Positive	72.75	UCD_contig_1	1217577	1218020
HISWH7H02IPUNE	562nt	7.3eNegative157	512	516	5	Negative	85.74	UCD_contig_1	1143711	1144219
HISWH7H02H4714	524nt	2.9eNegative111	455	66	520	Positive	81.98	UCD_contig_1	3028236	3028687
HISWH7H02H6O69	503nt	1.6eNegative27	122	301	422	Positive	83.61	UCD_contig_1	1243734	1243855
HISWH7H02II27V	585nt	4.0eNegative10	89	489	577	Positive	78.65	UCD_contig_1	3169259	3169347
HISWH7H02FXN5P	519nt	4.8eNegative24	146	348	493	Positive	79.45	UCD_contig_1	3156514	3156659
HISWH7H02IA936	559nt	2.4eNegative15	56	312	367	Positive	91.07	UCD_contig_1	3153168	3153223
HISWH7H02FMR5I	639nt	1.3eNegative06	83	639	557	Negative	80.00	UCD_contig_1	1715150	1715234
HISWH7H02FVTLQ	467nt	3.5eNegative06	43	255	297	Positive	86.05	UCD_contig_1	2316638	2316680
HISWH7H02FVTLQ	467nt	6.4eNegative08	55	259	313	Positive	83.64	UCD_contig_1	2036841	2036895
HISWH7H02FVTLQ	467nt	6.4eNegative08	43	297	255	Negative	88.37	UCD_contig_1	723482	723524
HISWH7H02J0J9E	288nt	1.6eNegative29	131	140	10	Negative	83.21	UCD_contig_1	1051777	1051907
HISWH7H02FSE0L	428nt	6.5eNegative04	42	293	334	Positive	83.33	UCD_contig_1	482663	482704
HISWH7H02H0P54	529nt	1.9eNegative75	265	265	1	Negative	84.91	UCD_contig_1	3110316	3110580
HISWH7H02F37H5	638nt	1.8eNegative05	100	506	407	Negative	76.00	UCD_contig_1	881560	881658
HISWH7H02FS2TS	544nt	2.3eNegative15	68	433	500	Positive	86.76	UCD_contig_1	1019590	1019657
HISWH7H02FS2TS	544nt	3.7eNegative10	68	500	433	Negative	82.35	UCD_contig_1	1197524	1197591
HISWH7H02HC18B	465nt	3.2eNegative62	275	63	337	Positive	81.45	UCD_contig_1	921792	922066
HISWH7H02JYZM7	525nt	7.5eNegative60	511	15	525	Positive	74.36	UCD_contig_1	1559010	1559520
HISWH7H02GLHD2	391nt	1.6eNegative04	142	379	238	Negative	71.83	UCD_contig_1	1163841	1163982
HISWH7H02F1LJU	503nt	9.5eNegative22	103	361	259	Negative	83.50	UCD_contig_1	1099210	1099312
HISWH7H02F1LJU	503nt	4.0eNegative17	203	367	165	Negative	74.51	UCD_contig_1	1103007	1103210
HISWH7H02F4RUK	650nt	1.2eNegative10	48	469	516	Positive	89.58	UCD_contig_1	847147	847194
HISWH7H02G3KA2	409nt	3.1eNegative32	91	319	409	Positive	92.31	UCD_contig_1	2959496	2959586
HISWH7H02HKGD3	601nt	1.1eNegative10	96	506	411	Negative	78.12	UCD_contig_1	3100175	3100270
HISWH7H02G3T2H	490nt	1.1eNegative69	396	73	468	Positive	78.03	UCD_contig_1	2820697	2821092
HISWH7H02JC1FN	543nt	1.1eNegative06	47	141	187	Positive	85.11	UCD_contig_1	1597682	1597728
HISWH7H02IPV3W	609nt	1.4eNegative13	74	496	423	Negative	83.78	UCD_contig_1	2165502	2165575
HISWH7H02I5B13	569nt	1.8eNegative68	535	7	541	Positive	75.65	UCD_contig_1	771086	771623
HISWH7H02I1BHC	390nt	2.9eNegative06	112	172	283	Positive	74.11	UCD_contig_1	830298	830409
HISWH7H02FXGMR	428nt	6.5eNegative04	60	269	210	Negative	78.33	UCD_contig_1	3139879	3139938
HISWH7H02JV59N	448nt	9.8eNegative29	130	17	146	Positive	83.97	UCD_contig_1	2812722	2812852
HISWH7H02JGW9T	494nt	6.5eNegative90	486	1	486	Positive	78.60	UCD_contig_1	283036	283520
HISWH7H02H4B6X	561nt	2.3eNegative04	43	238	196	Negative	83.72	UCD_contig_1	1841460	1841502
HISWH7H02FMUBN	487nt	4.2eNegative13	125	36	160	Positive	78.57	UCD_contig_1	2336675	2336799
HISWH7H02FMUBN	487nt	1.1eNegative13	101	57	157	Positive	79.21	UCD_contig_1	3305581	3305681
HISWH7H02HYEZC	571nt	1.5eNegative35	166	387	222	Negative	81.93	UCD_contig_1	400125	400290
HISWH7H02FZSS6	527nt	2.2eNegative15	71	82	12	Negative	85.92	UCD_contig_1	3275341	3275411
HISWH7H02FZSS6	527nt	1.1eNegative17	78	91	14	Negative	85.90	UCD_contig_1	3266279	3266356
HISWH7H02GURX2	326nt	5.8eNegative37	224	318	95	Negative	79.46	UCD_contig_1	2930329	2930550
HISWH7H02JRYPQ	523nt	2.6eNegative22	161	438	278	Negative	77.64	UCD_contig_1	1439592	1439752
HISWH7H02IBBRO	471nt	5.8eNegative12	71	211	281	Positive	83.10	UCD_contig_1	901764	901834
HISWH7H02IH1V6	518nt	2.7eNegative07	84	342	259	Negative	77.38	UCD_contig_1	298407	298490
HISWH7H02HQ4X5	517nt	3.0eNegative29	401	74	474	Positive	72.07	UCD_contig_1	3020764	3021164
HISWH7H02JPBYD	371nt	6.0eNegative41	157	190	346	Positive	84.71	UCD_contig_1	961233	961389
HISWH7H02JPBYD	371nt	1.0eNegative31	126	208	333	Positive	84.92	UCD_contig_1	897427	897552
HISWH7H02IX9LZ	406nt	3.8eNegative50	326	5	330	Positive	76.99	UCD_contig_1	3316026	3316351
HISWH7H02HQYLU	599nt	7.9eNegative23	372	59	430	Positive	71.51	UCD_contig_1	2835498	2835869
HISWH7H02HQYLU	599nt	1.7eNegative72	365	555	191	Negative	80.43	UCD_contig_1	1629824	1630191
HISWH7H02H9B08	598nt	1.3eNegative28	130	565	436	Negative	83.08	UCD_contig_1	610084	610213
HISWH7H02HNQ3O	571nt	4.8eNegative28	289	545	257	Negative	75.00	UCD_contig_1	2784630	2784919
HISWH7H02IBB5S	548nt	1.6eNegative83	522	23	544	Positive	77.29	UCD_contig_1	298852	299375
HISWH7H02G5XB9	681nt	2.3eNegative38	168	1	168	Positive	82.74	UCD_contig_1	3316638	3316805
HISWH7H02J4BK2	397nt	6.3eNegative15	160	31	190	Positive	75.00	UCD_contig_1	765524	765683
HISWH7H02J1SGY	355nt	2.8eNegative69	251	254	4	Negative	84.46	UCD_contig_1	1629776	1630026
HISWH7H02JMXET	473nt	2.0eNegative15	74	129	202	Positive	85.14	UCD_contig_1	1339703	1339776
HISWH7H02H615V	533nt	1.7eNegative27	226	504	279	Negative	76.11	UCD_contig_1	2904957	2905179
HISWH7H02G50D8	645nt	1.3eNegative06	50	533	582	Positive	84.00	UCD_contig_1	629621	629670
HISWH7H02HTDAB	670nt	1.3eNegative06	41	546	586	Positive	90.48	UCD_contig_1	1401618	1401659
HISWH7H02HTDAB	670nt	8.4eNegative12	266	434	169	Negative	71.05	UCD_contig_1	1546463	1546728
HISWH7H02HHX6V	565nt	4.2eNegative06	55	351	405	Positive	81.82	UCD_contig_1	2979116	2979170
HISWH7H02G7GV6	651nt	1.5eNegative39	304	156	459	Positive	75.99	UCD_contig_1	673948	674248
HISWH7H02HGADB	514nt	2.6eNegative48	357	58	414	Positive	76.19	UCD_contig_1	1162996	1163351
HISWH7H02HCH7X	667nt	1.8eNegative154	516	667	152	Negative	85.71	UCD_contig_1	387714	388227
HISWH7H02JIMRX	449nt	1.1eNegative24	270	21	290	Positive	73.70	UCD_contig_1	1544584	1544853
HISWH7H02H45C3	611nt	3.7eNegative81	439	1	439	Positive	78.59	UCD_contig_1	2889167	2889602
HISWH7H02JLE9G	538nt	4.7eNegative13	172	432	261	Negative	73.84	UCD_contig_1	2886139	2886310
HISWH7H02HSYGR	450nt	2.4eNegative33	141	7	147	Positive	83.69	UCD_contig_1	1097013	1097153
HISWH7H02F1RZI	435nt	2.9eNegative10	137	198	62	Negative	75.36	UCD_contig_1	1103752	1103889
HISWH7H02ID2DH	510nt	5.1eNegative61	201	216	416	Positive	86.57	UCD_contig_1	876997	877197
HISWH7H02HZ3IK	492nt	5.5eNegative16	204	363	160	Negative	73.53	UCD_contig_1	387582	387785
HISWH7H02I2NMI	582nt	2.9eNegative115	551	24	574	Positive	79.85	UCD_contig_1	3082872	3083421
HISWH7H02GULRV	442nt	6.8eNegative30	156	156	1	Negative	80.77	UCD_contig_1	1875376	1875531
HISWH7H02HSIG8	240nt	8.9eNegative20	102	107	6	Negative	82.35	UCD_contig_1	1222498	1222599
HISWH7H02J6HIS	248nt	6.1eNegative10	76	208	133	Negative	80.26	UCD_contig_1	3047875	3047950
HISWH7H02JFNRI	382nt	5.3eNegative34	277	277	1	Negative	75.45	UCD_contig_1	387746	388022
HISWH7H02GK5RA	478nt	6.0eNegative38	368	108	475	Positive	74.59	UCD_contig_1	1243986	1244355
HISWH7H02JY1ID	370nt	1.7eNegative11	103	124	226	Positive	77.67	UCD_contig_1	886704	886806
HISWH7H02GFWEF	608nt	6.0eNegative35	321	102	422	Positive	74.45	UCD_contig_1	2147732	2148052
HISWH7H02JTE8G	613nt	1.6eNegative09	55	141	195	Positive	85.45	UCD_contig_1	571906	571960
HISWH7H02JTE8G	613nt	2.2eNegative08	44	161	204	Positive	88.64	UCD_contig_1	2872032	2872075
HISWH7H02JTE8G	613nt	4.1eNegative10	53	213	161	Negative	86.79	UCD_contig_1	279210	279262
HISWH7H02FS9O4	435nt	3.6eNegative28	162	2	163	Positive	79.63	UCD_contig_1	2122827	2122988
HISWH7H02HKHL3	492nt	1.8eNegative08	47	435	481	Positive	87.23	UCD_contig_1	1190873	1190919
HISWH7H02HKHL3	492nt	1.2eNegative09	139	317	179	Negative	74.10	UCD_contig_1	961426	961564
HISWH7H02HKHL3	492nt	3.0eNegative14	111	482	372	Negative	78.38	UCD_contig_1	962330	962440
HISWH7H02IGWCD	532nt	2.2eNegative56	391	136	526	Positive	76.21	UCD_contig_1	1698156	1698546
HISWH7H02GC9U0	531nt	3.8eNegative21	120	25	144	Positive	80.83	UCD_contig_1	594317	594436
HISWH7H02H09TN	515nt	1.9eNegative08	71	309	239	Negative	80.28	UCD_contig_1	2036844	2036914
HISWH7H02FVBI5	432nt	8.6eNegative33	146	288	143	Negative	82.88	UCD_contig_1	3078123	3078268
HISWH7H02GW68O	621nt	1.6eNegative09	67	373	439	Positive	82.09	UCD_contig_1	1414134	1414200
HISWH7H02GW68O	621nt	2.7eNegative15	71	439	369	Negative	85.92	UCD_contig_1	414841	414911
HISWH7H02GPZJD	493nt	2.9eNegative55	258	231	488	Positive	81.40	UCD_contig_1	502111	502367
HISWH7H02JA1RY	643nt	6.8eNegative72	479	138	616	Positive	76.83	UCD_contig_1	1628900	1629375
HISWH7H02JA1RY	643nt	2.0eNegative94	437	616	180	Negative	80.78	UCD_contig_1	2836443	2836876
HISWH7H02JQKNW	655nt	6.4eNegative09	48	525	478	Negative	87.50	UCD_contig_1	2057105	2057152
HISWH7H02I0CGB	562nt	5.7eNegative20	90	473	562	Positive	87.78	UCD_contig_1	3293745	3293832
HISWH7H02HLIWL	527nt	1.1eNegative32	287	1	287	Positive	75.78	UCD_contig_1	994822	995110
HISWH7H02FYK6O	573nt	2.4eNegative56	352	383	32	Negative	77.27	UCD_contig_1	1994159	1994510
HISWH7H02FYK6O	573nt	3.0eNegative07	123	397	275	Negative	73.98	UCD_contig_1	1841238	1841360
HISWH7H02I9BW4	452nt	2.6eNegative29	98	441	344	Negative	88.78	UCD_contig_1	1333110	1333207
HISWH7H02F1MDV	543nt	3.1eNegative44	181	227	47	Negative	83.43	UCD_contig_1	796319	796499
HISWH7H02HHFH0	469nt	1.2eNegative102	303	469	167	Negative	87.79	UCD_contig_1	2817824	2818126
HISWH7H02ITWDV	467nt	3.7eNegative17	131	295	165	Negative	77.86	UCD_contig_1	387886	388016
HISWH7H02JVXTL	529nt	3.8eNegative114	526	4	529	Positive	80.83	UCD_contig_1	174628	175152
HISWH7H02JVXTL	529nt	7.7eNegative19	113	92	204	Positive	80.53	UCD_contig_1	175933	176045
HISWH7H02JVXTL	529nt	1.6eNegative16	113	204	92	Negative	80.17	UCD_contig_1	4281	4393
HISWH7H02JVXTL	529nt	6.0eNegative16	267	427	161	Negative	72.39	UCD_contig_1	3040681	3040948
HISWH7H02IMN9U	554nt	2.0eNegative08	62	466	405	Negative	82.26	UCD_contig_1	1336762	1336823
HISWH7H02IMN9U	554nt	7.6eNegative08	79	467	389	Negative	78.48	UCD_contig_1	107197	107275
HISWH7H02J5D33	390nt	4.4eNegative42	353	1	353	Positive	75.64	UCD_contig_1	875264	875614
HISWH7H02I9TZP	432nt	2.8eNegative25	142	7	148	Positive	81.12	UCD_contig_1	3371950	3372092
HISWH7H02GH6K8	591nt	1.3eNegative43	198	390	587	Positive	81.82	UCD_contig_1	1472805	1473002
HISWH7H02IV8NW	616nt	3.2eNegative07	54	247	300	Positive	83.33	UCD_contig_1	2315353	2315406
HISWH7H02H6SRV	545nt	5.3eNegative09	60	434	375	Negative	83.33	UCD_contig_1	255137	255196
HISWH7H02HPN2I	580nt	1.0eNegative10	57	325	381	Positive	85.96	UCD_contig_1	1206625	1206681
HISWH7H02HPN2I	580nt	1.1eNegative06	56	377	322	Negative	82.14	UCD_contig_1	440161	440216
HISWH7H02J2D6O	470nt	4.4eNegative50	146	129	274	Positive	89.73	UCD_contig_1	2849302	2849447
HISWH7H02HT4EB	599nt	2.2eNegative08	41	332	292	Negative	90.24	UCD_contig_1	879208	879248
HISWH7H02JO8CJ	337nt	4.1eNegative12	56	335	280	Negative	87.50	UCD_contig_1	704995	705050
HISWH7H02I35JT	463nt	9.2eNegative33	152	368	217	Negative	82.24	UCD_contig_1	220870	221021
HISWH7H02JNWMM	347nt	1.6eNegative11	67	1	67	Positive	83.58	UCD_contig_1	398795	398861
HISWH7H02HOCHK	504nt	6.3eNegative12	53	72	20	Negative	88.68	UCD_contig_1	897173	897225
HISWH7H02HOCHK	504nt	1.4eNegative05	87	252	166	Negative	75.86	UCD_contig_1	960733	960819
HISWH7H02HA0PB	488nt	1.2eNegative09	130	354	483	Positive	74.62	UCD_contig_1	1636113	1636242
HISWH7H02F90DP	435nt	2.8eNegative25	181	231	411	Positive	77.35	UCD_contig_1	3170889	3171069
HISWH7H02J4LST	370nt	3.9eNegative05	44	161	204	Positive	84.09	UCD_contig_1	1428872	1428915
HISWH7H02GI9O9	431nt	8.1eNegative22	100	232	331	Positive	84.00	UCD_contig_1	1730420	1730519
HISWH7H02GI9O9	431nt	5.9eNegative08	67	255	321	Positive	80.60	UCD_contig_1	3208615	3208681
HISWH7H02GI9O9	431nt	4.4eNegative20	76	330	255	Negative	88.16	UCD_contig_1	1698590	1698665
